,genre_id,genre_group
2303,australian garage punk,delete
2304,industrial black metal,hardcore_rock
2305,symphonic black metal,hardcore_rock
2306,slc indie,indie
2307,uk alternative hip hop,rap/hiphop
2308,trap boricua,trap
2309,city pop,pop
2310,belgian indie,delete
2311,belgian indie rock,delete
2312,ghent indie,indie
2313,classic eurovision,delete
2314,musica piemonteisa,delete
2315,greek swing,delete
2316,classic latvian pop,delete
2317,latvian pop,delete
2318,venezuelan metal,delete
2319,cypriot pop,delete
2320,nagpuri pop,delete
2321,vintage swedish pop,delete
2322,swing revival,delete
2323,wind quintet,delete
2324,punjabi folk,folk
2325,german literature,delete
2326,deep psychobilly,delete
2327,gamelan,delete
2328,burmese traditional,delete
2329,israeli folk,folk
2330,komedi,delete
2331,ethiopian traditional,delete
2332,baiao,delete
2333,samba moderno,delete
2334,barnmusik,delete
2335,african percussion,delete
2336,chinese classical performance,delete
2337,chinese classical piano,delete
2338,electrofox,electro
2339,irish banjo,delete
2340,baltic choir,delete
2341,karaoke,delete
2342,musica sarda,delete
2343,classic psychedelic rock,rock
2344,german renaissance,delete
2345,microtonal,delete
2346,tzadik,delete
2347,gaian doom,delete
2348,italian library music,delete
2349,umbanda,delete
2350,uk dub,delete
2351,panpipe,delete
2352,romanian folk,folk
2353,afro psych,delete
2354,polish jazz,delete
2355,australian post-punk,delete
2356,basshall,delete
2357,axe,delete
2358,sertanejo,delete
2359,sertanejo universitario,delete
2360,classic punjabi pop,delete
2361,post-disco soul,soul
2362,manila sound,delete
2363,folclore tucumano,delete
2364,classic russian pop,delete
2365,russian pop,delete
2366,armenian folk,folk
2367,duduk,delete
2368,finnish hard rock,delete
2369,japanese heavy metal,delete
2370,french reggae,caribbean
2371,tennessee experimental,delete
2372,transpop,delete
2373,power thrash,hardcore_rock
2374,outsider house,delete
2375,pinoy praise,delete
2376,zydeco,delete
2377,japanese classical piano,delete
2378,nursery,delete
2379,futurepop,delete
2380,neue deutsche todeskunst,delete
2381,cajun,delete
2382,old school uk hip hop,rap/hiphop
2383,musica tropical guatemalteca,delete
2384,african reggae,caribbean
2385,ambient house,delete
2386,bristol indie,indie
2387,grebo,delete
2388,dutch classical piano,delete
2389,minneapolis punk,delete
2390,ontario indie,indie
2391,danish choir,delete
2392,classic norwegian pop,delete
2393,american early music,delete
2394,turkish classical performance,delete
2395,bleep techno,edm
2396,french movie tunes,delete
2397,denver indie,indie
2398,accordion,delete
2399,classical accordion,delete
2400,italian contemporary jazz,delete
2401,taiwan pop,delete
2402,folkmusik,folk
2403,nordic folk,folk
2404,viking folk,folk
2405,ambient black metal,hardcore_rock
2406,atmospheric black metal,hardcore_rock
2407,dungeon synth,delete
2408,norwegian metal,delete
2409,russian ccm,delete
2410,knoxville indie,indie
2411,abstract,delete
2412,dub techno,delete
2413,nordic ambient,delete
2414,traditional ska,ska
2415,psychedelic doom,delete
2416,german alternative rock,delete
2417,chinese r&b,delete
2418,dallas indie,indie
2419,peruvian rock,delete
2420,grunge pop,delete
2421,electro swing,electro
2422,danish pop rock,delete
2423,texas punk,delete
2424,dutch death metal,delete
2425,dutch metal,delete
2426,mumbai indie,delete
2427,footwork,delete
2428,saxony metal,hardcore_rock
2429,hauntology,delete
2430,classic icelandic pop,delete
2431,german tech house,dance
2432,uk dnb,delete
2433,russian power metal,delete
2434,classical mandolin,delete
2435,korean classical piano,delete
2436,veracruz indie,delete
2437,gainesville indie,indie
2438,arizona punk,delete
2439,christian hardcore,delete
2440,italian gothic,delete
2441,italian gothic metal,delete
2442,slayer,delete
2443,wind ensemble,delete
2444,icelandic folk,folk
2445,traditional english folk,folk
2446,morelos indie,delete
2447,zhongguo feng,delete
2448,classic thai pop,delete
2449,black 'n' roll,delete
2450,finnish black metal,delete
2451,finnish doom metal,delete
2452,thai folk pop,folk
2453,symphonic power metal,hardcore_rock
2454,mathgrind,delete
2455,erhu,delete
2456,oshare kei,delete
2457,j-punk,delete
2458,ambeat,delete
2459,uk hip hop,rap/hiphop
2460,french death metal,delete
2461,french metal,delete
2462,breakcore,delete
2463,drill and bass,delete
2464,scottish indie folk,folk
2465,uk pop punk,rock
2466,deep free jazz,jazz
2467,french indietronica,delete
2468,chilean indie,delete
2469,latintronica,latin
2470,rap chileno,delete
2471,fast melodic punk,rock
2472,swiss punk,delete
2473,luk thung,delete
2474,christian hard rock,delete
2475,organic electronic,electro
2476,japanese metalcore,delete
2477,dutch tech house,dance
2478,thai indie,delete
2479,south dakota indie,indie
2480,canadian house,delete
2481,blackgaze,delete
2482,faroese pop,delete
2483,full on,delete
2484,swedish synth,delete
2485,cumbia chilena,delete
2486,cumbia paraguaya,delete
2487,cumbia villera,delete
2488,folktronica,folk
2489,new orleans indie,indie
2490,perth indie,indie
2491,italian techno,delete
2492,irish experimental electronic,electro
2493,trap peruano,trap
2494,west virginia indie,indie
2495,suomisaundi,delete
2496,deep tech house,dance
2497,gothic alternative,delete
2498,denton tx indie,indie
2499,experimental dubstep,delete
2500,thai folk,folk
2501,dutch americana,delete
2502,thai instrumental,delete
2503,australian reggae fusion,caribbean
2504,nuevo flamenco,latin
2505,metal gaucho,delete
2506,chip hop,delete
2507,jordanian pop,delete
2508,hungarian rock,delete
2509,ghettotech,delete
2510,christian trap,trap
2511,deep deep tech house,dance
2512,christian uplift,delete
2513,german ska,ska
2514,naija worship,delete
2515,hokkaido indie,delete
2516,japanese guitar,delete
2517,j-core,delete
2518,ghanaian pop,delete
2519,assyrian pop,delete
2520,spa,delete
2521,deep r&b,rnb
2522,nantes indie,delete
2523,electronic djent,electro
2524,oc rap,rap/hiphop
2525,firenze indie,delete
2526,italian alternative,delete
2527,italian new wave,delete
2528,italian post punk,delete
2529,asmr,delete
2530,channel islands indie,delete
2531,israeli pop,delete
2532,sound effects,delete
2533,ambient idm,delete
2534,german shoegaze,delete
2535,psych gaze,delete
2536,australian alternative pop,delete
2537,ethnotronica,delete
2538,dembow,delete
2539,rap dominicano,delete
2540,cambodian pop,delete
2541,korean indie rock,delete
2542,deep happy hardcore,delete
2543,indonesian hip hop,delete
2544,chinese hip hop,delete
2545,indie hip hop,rap/hiphop
2546,japanese house,delete
2547,german house,delete
2548,house argentino,delete
2549,military rap,delete
2550,deep disco house,delete
2551,russian punk,delete
2552,russian ska,ska
2553,japanese teen pop,asian pop
2554,teen pop,pop
2555,indiana hip hop,delete
2556,lo-fi vgm,delete
2557,nerdcore,delete
2558,acoustic chill,delete
2559,slovak electronic,electro
2560,pop venezolano,delete
2561,afroswing,delete
2562,london rap,rap/hiphop
2563,perreo,delete
2564,russian choir,delete
2565,sandalwood,delete
2566,greek folk,folk
2567,lo star,delete
2568,irish fiddle,delete
2569,visor,delete
2570,orkney and shetland folk,folk
2571,veena,delete
2572,antilliaanse folklore,folk
2573,indorock,delete
2574,welsh folk,folk
2575,dutch folk,folk
2576,jazz chileno,jazz
2577,timba,delete
2578,ilocano pop,delete
2579,deep motown,delete
2580,neo kyma,delete
2581,dansband,delete
2582,spanish invasion,delete
2583,folclore jujeno,delete
2584,polca paraguaya,delete
2585,musica andina,delete
2586,classic french pop,delete
2587,lute,delete
2588,canto popular uruguayo,delete
2589,israeli rock,delete
2590,yiddish folk,folk
2591,german country,delete
2592,pornogrind,delete
2593,anadolu rock,delete
2594,turkish modern jazz,delete
2595,turkish psych,delete
2596,musique concrete,delete
2597,turkish experimental,delete
2598,cambodian rock,delete
2599,khmer,delete
2600,italian renaissance,delete
2601,jazz mexicano,delete
2602,sesame street,delete
2603,dark disco,disco
2604,beninese pop,delete
2605,california hardcore,delete
2606,noise punk,delete
2607,griot,delete
2608,juju,delete
2609,modular synth,delete
2610,australian classical,delete
2611,danspunk,delete
2612,trash rock,rock
2613,arab groove,delete
2614,arabic jazz,delete
2615,neo-pagan,delete
2616,kodomo no ongaku,delete
2617,british death metal,hardcore_rock
2618,british grindcore,delete
2619,deathgrind,delete
2620,grindcore,delete
2621,vintage cantonese pop,delete
2622,horror synth,delete
2623,scottish fiddle,delete
2624,classical piano trio,delete
2625,american grindcore,delete
2626,trival,delete
2627,nordic orchestra,delete
2628,traditional irish singing,delete
2629,polish contemporary classical,delete
2630,balkan classical piano,delete
2631,deep freestyle,delete
2632,tahitian,delete
2633,rune folk,folk
2634,baroque brass,delete
2635,hawaiian indie,delete
2636,tibetan pop,delete
2637,progressive death metal,hardcore_rock
2638,swedish progressive metal,delete
2639,italian baroque ensemble,delete
2640,contrabass,delete
2641,canadian post-rock,rock
2642,italian power metal,delete
2643,swedish choir,delete
2644,wyoming indie,indie
2645,modern jazz trio,jazz
2646,australian ska,ska
2647,jazz metal,hardcore_rock
2648,vietnamese pop,asian pop
2649,finnish electro,electro
2650,chinese indie pop,asian pop
2651,greek black metal,delete
2652,judaica,delete
2653,deep power-pop punk,delete
2654,cumbia uruguaya,delete
2655,song poem,delete
2656,japanese techno,delete
2657,memphis americana,delete
2658,carnaval,delete
2659,nederlandse hardstyle,delete
2660,korean instrumental,delete
2661,forest psy,delete
2662,brazilian dnb,delete
2663,gothic americana,delete
2664,german street punk,delete
2665,belgian techno,delete
2666,swedish techno,delete
2667,brazilian techno,delete
2668,action rock,rock
2669,deep dnb,delete
2670,deep liquid bass,delete
2671,nz dnb,delete
2672,italian black metal,delete
2673,italian death metal,delete
2674,spanish indie rock,delete
2675,dutch punk rock,delete
2676,boston folk,folk
2677,french punk,delete
2678,rock alternatif francais,delete
2679,austrian techno,edm
2680,folk metal,delete
2681,nordic folk metal,delete
2682,slavic folk metal,delete
2683,deep idm,delete
2684,indie shoegaze,rock
2685,atlanta indie,indie
2686,nu age,delete
2687,partido alto,delete
2688,samba-enredo,delete
2689,youth orchestra,delete
2690,atmospheric post-metal,hardcore_rock
2691,drone metal,hardcore_rock
2692,neo-crust,delete
2693,ambient trance,delete
2694,wind symphony,delete
2695,nordic soundtrack,delete
2696,abstract beats,delete
2697,tone,delete
2698,australian metalcore,hardcore_rock
2699,belgian pop,delete
2700,g-house,delete
2701,chinese classical,delete
2702,progressive doom,delete
2703,glitter trance,delete
2704,colombian electronic,electro
2705,deep neo-synthpop,pop
2706,norwegian singer-songwriter,delete
2707,dutch experimental electronic,electro
2708,dutch moombahton,delete
2709,indonesian r&b,delete
2710,turkish edm,delete
2711,charlotte nc indie,indie
2712,japanese post-hardcore,delete
2713,indie dream pop,pop
2714,portuguese indie rock,delete
2715,wonky,delete
2716,ukrainian folk,folk
2717,ukrainian pop,delete
2718,ukrainian rock,delete
2719,deep chill,delete
2720,hungarian punk,delete
2721,macedonian electronic,electro
2722,tucson indie,indie
2723,brazilian blues,delete
2724,indie electronica,electro
2725,okinawan pop,delete
2726,deep hardtechno,edm
2727,canadian indie folk,folk
2728,nordic house,dance
2729,cedm,delete
2730,virgin islands reggae,reggae
2731,21st century classical,classical
2732,taiwan indie,delete
2733,j-indie,delete
2734,xtra raw,delete
2735,japanese dance pop,asian pop
2736,aussie emo,delete
2737,arkansas hip hop,rap/hiphop
2738,darkstep,delete
2739,bass house,delete
2740,rajasthani pop,delete
2741,serbian electronic,electro
2742,acoustic guitar cover,delete
2743,nwocr,delete
2744,lounge house,delete
2745,argentine ambient,delete
2746,manchester hip hop,rap/hiphop
2747,scandinavian r&b,delete
2748,swedish soul,soul
2749,spanish techno,delete
2750,background piano,delete
2751,japanese edm,delete
2752,trap argentino,trap
2753,brazilian ska,ska
2754,vintage gospel,gospel
2755,rwandan traditional,delete
2756,assamese pop,delete
2757,boy soprano,delete
2758,pinoy traditional,delete
2759,brazilian percussion,delete
2760,coco,delete
2761,forro tradicional,delete
2762,folklore chileno,folk
2763,ghanaian traditional,delete
2764,swedish jazz orkester,delete
2765,quartetto d'archi,delete
2766,skiffle,delete
2767,bornehistorier,delete
2768,classic iskelma,delete
2769,adoracion,delete
2770,volksmusik,delete
2771,musikkorps,delete
2772,violao classico,delete
2773,classic polish pop,delete
2774,bulgarian experimental,delete
2775,persian traditional,delete
2776,blues latinoamericano,latin
2777,swedish rock-and-roll,delete
2778,uilleann pipes,delete
2779,italian indie pop,delete
2780,jazz colombiano,delete
2781,polish pop,delete
2782,indian fusion,delete
2783,sertanejo pop,delete
2784,cumbia funk,funk
2785,cumbia peruana,delete
2786,detskie pesni,delete
2787,detskie rasskazy,delete
2788,russian jazz,delete
2789,rennes indie,delete
2790,deep new wave,delete
2791,brazilian hip hop,delete
2792,classic korean pop,asian pop
2793,blues mexicano,delete
2794,baroque singing,delete
2795,italian pop rock,delete
2796,ambient industrial,delete
2797,auteur-compositeur-interprete quebecois,delete
2798,kabyle,delete
2799,irish flute,delete
2800,new york death metal,hardcore_rock
2801,old school rap francais,delete
2802,blackened crust,delete
2803,norwegian death metal,delete
2804,technical black metal,hardcore_rock
2805,halifax indie,indie
2806,milwaukee indie,indie
2807,south african gospel,gospel
2808,japanese r&b,delete
2809,japanese alternative pop,delete
2810,celtic harp,delete
2811,pop peruano,delete
2812,kundalini,delete
2813,musica cristiana guatemalteca,delete
2814,kc indie,indie
2815,latin funk,funk
2816,japanese concert band,delete
2817,instrumental stoner rock,rock
2818,rock alternativo brasileiro,delete
2819,lebanese indie,delete
2820,chinese traditional,delete
2821,soul flow,soul
2822,nightcore,delete
2823,gothic black metal,hardcore_rock
2824,classic bhangra,delete
2825,women's choir,delete
2826,finnish alternative rock,delete
2827,contemporary choir,delete
2828,french indie folk,folk
2829,sunset lounge,delete
2830,new england americana,delete
2831,punjabi pop,delete
2832,punk tuga,delete
2833,emo mexicano,delete
2834,mexican pop punk,delete
2835,punk rock mexicano,delete
2836,thai metal,delete
2837,chinese indie rock,delete
2838,hong kong indie,delete
2839,oktoberfest,delete
2840,denpa-kei,delete
2841,seiyu,delete
2842,mongolian hip hop,delete
2843,mongolian pop,delete
2844,outer hip hop,rap/hiphop
2845,bc underground hip hop,rap/hiphop
2846,deep flow,delete
2847,acid techno,edm
2848,bass music,delete
2849,substep,delete
2850,j-pop girl group,asian pop
2851,school ensemble,delete
2852,romanian electronic,electro
2853,australian ambient,delete
2854,focus,delete
2855,utah indie,delete
2856,berlin minimal techno,delete
2857,melbourne indie,indie
2858,future house,delete
2859,deep melodic hard rock,rock
2860,swedish tropical house,delete
2861,uk tech house,dance
2862,south african hip hop,delete
2863,irish techno,delete
2864,polish techno,delete
2865,dub reggae,caribbean
2866,chinese electropop,electro
2867,christmas product,delete
2868,muziek voor kinderen,delete
2869,urbano espanol,delete
2870,colombian hip hop,delete
2871,boy pop,pop
2872,spanish hip hop,delete
2873,italian mandolin,delete
2874,croatian folk,folk
2875,deep latin alternative,delete
2876,indonesian indigenous,delete
2877,oriental classical,delete
2878,uzbek traditional,delete
2879,gypsy,delete
2880,histoire pour enfants,delete
2881,musique pour enfants,delete
2882,frevo,delete
2883,musica pernambucana,delete
2884,tamil devotional,delete
2885,egyptian traditional,delete
2886,nubian traditional,delete
2887,nueva ola peruana,delete
2888,bard,delete
2889,barnsagor,delete
2890,muzika l'yeladim,delete
2891,dangdut,delete
2892,indonesian indie,delete
2893,deep dubstep,delete
2894,uk rockabilly,rock
2895,proto-rap,delete
2896,folklore peruano,folk
2897,huayno,delete
2898,musica ayacuchana,delete
2899,azeri traditional,delete
2900,plunderphonics,delete
2901,musica tradicional dominicana,delete
2902,belgian contemporary classical,delete
2903,organic ambient,delete
2904,argentine heavy metal,delete
2905,classic finnish pop,delete
2906,humppa,delete
2907,iskelma,delete
2908,sotalaulut,delete
2909,variete francaise,delete
2910,musica infantil,delete
2911,musica para criancas,delete
2912,pinoy hip hop,delete
2913,concepcion indie,delete
2914,russian alternative rock,delete
2915,russian folk rock,delete
2916,goregrind,delete
2917,deep acoustic pop,delete
2918,circus,delete
2919,western mass indie,indie
2920,classical string trio,delete
2921,lancaster pa indie,indie
2922,nottingham indie,indie
2923,irish dance,delete
2924,atmospheric sludge,delete
2925,dub metal,hardcore_rock
2926,new zealand classical,delete
2927,geek folk,folk
2928,christelijk,delete
2929,hip hop cubano,delete
2930,j-ambient,delete
2931,japanese electronic,electro
2932,japanese idm,delete
2933,pet calming,delete
2934,huapango,delete
2935,8-bit,delete
2936,russian dance pop,delete
2937,indie tabasqueno,delete
2938,british children's music,delete
2939,icelandic electronic,electro
2940,minimal dnb,delete
2941,j-reggae,reggae
2942,danish electro,electro
2943,bemani,delete
2944,indian folk,folk
2945,reggae cover,reggae
2946,santa fe indie,indie
2947,italian blues,delete
2948,italian hip hop,delete
2949,rap napoletano,delete
2950,albanian pop,delete
2951,instrumental acoustic guitar,delete
2952,cologne indie,delete
2953,neo-kraut,delete
2954,norwegian space disco,delete
2955,nightrun,delete
2956,future ambient,delete
2957,slovenian electronic,electro
2958,brazilian doom metal,delete
2959,electronica chilena,electro
2960,nashville americana,delete
2961,futuristic swag,delete
2962,trance mexicano,delete
2963,skramz,delete
2964,rap inde,delete
2965,medieval,delete
2966,musique ancienne,delete
2967,quatuor a cordes,delete
2968,oc indie,indie
2969,goa psytrance,delete
2970,chicago bop,delete
2971,south african alternative,delete
2972,chicago pop punk,delete
2973,reunion pop,pop
2974,cambridgeshire indie,indie
2975,solipsynthm,delete
2976,euphonium,delete
2977,new england emo,delete
2978,serbian hip hop,delete
2979,batida,delete
2980,boston indie,indie
2981,diy emo,delete
2982,north carolina emo,delete
2983,greek techno,delete
2984,somatik techno,delete
2985,mexican tech house,dance
2986,french folk pop,folk
2987,argentine hip hop,delete
2988,trap triste,trap
2989,experimental r&b,delete
2990,australian trap,trap
2991,deep northern soul,soul
2992,german post-rock,delete
2993,liedermacher,delete
2994,chinese idol pop,delete
2995,nordnorsk musikk,delete
2996,north dakota indie,indie
2997,japanese alternative rock,delete
2998,new york drill,delete
2999,philly drill,delete
3000,japanese orchestra,delete
3001,ambient fusion,delete
3002,jain bhajan,delete
3003,jewish cantorial,delete
3004,jazz tuba,jazz
3005,disney svenska,delete
3006,ryukyu ongaku,delete
3007,trio cubano,delete
3008,folklore quebecois,folk
3009,kizomba,delete
3010,kizomba antigas,delete
3011,zouk riddim,delete
3012,rautalanka,delete
3013,funeral doom,delete
3014,baroque cello,delete
3015,classic turkish pop,delete
3016,folklore venezolano,folk
3017,coventry indie,indie
3018,mexican metal,delete
3019,accordeon,delete
3020,danish post-punk,delete
3021,danish singer-songwriter,delete
3022,funk mexicano,funk
3023,libyan pop,delete
3024,balkan brass,delete
3025,croatian rock,delete
3026,argentine punk,delete
3027,pop rock brasileiro,delete
3028,rock gaucho,delete
3029,vogue,delete
3030,argentine telepop,delete
3031,north east england indie,indie
3032,hammered dulcimer,delete
3033,pibroch,delete
3034,australian classical piano,delete
3035,japanese garage rock,delete
3036,japanese girl punk,delete
3037,japanese punk rock,delete
3038,v-pop,delete
3039,vietnamese bolero,delete
3040,uk dancehall,delete
3041,deep g funk,funk
3042,texas metal,hardcore_rock
3043,new tribe,delete
3044,west virginia metal,hardcore_rock
3045,ethiopian pop,delete
3046,children's story,delete
3047,malayalam pop,delete
3048,italian lounge,delete
3049,chihuahua indie,delete
3050,gypsy punk,delete
3051,cumbia pop,delete
3052,world devotional,delete
3053,pinoy trap,trap
3054,tagalog rap,delete
3055,southampton indie,indie
3056,malaysian mandopop,delete
3057,ukg revival,delete
3058,american melodeath,delete
3059,melodic deathcore,delete
3060,lexington ky indie,indie
3061,italian progressive metal,delete
3062,desi trap,trap
3063,pakistani hip hop,delete
3064,venezuelan indie,delete
3065,bulgarian pop,delete
3066,chalga,delete
3067,macedonian pop,delete
3068,argentine metal,delete
3069,maine hip hop,rap/hiphop
3070,swiss house,delete
3071,drone psych,delete
3072,ambient dub techno,delete
3073,minimal dub,delete
3074,singaporean electronic,electro
3075,modular techno,delete
3076,russian techno,delete
3077,danish experimental,delete
3078,danish techno,delete
3079,york indie,indie
3080,swiss contemporary classical,delete
3081,french contemporary classical,delete
3082,franco-flemish school,delete
3083,italian contemporary classical,delete
3084,german dnb,delete
3085,japanese indie pop,delete
3086,pei indie,delete
3087,mexican techno,delete
3088,caucasian classical piano,delete
3089,salsa cubana,delete
3090,hardcore punk espanol,delete
3091,indie catala,delete
3092,musica catalana,delete
3093,musica valenciana,delete
3094,punk catala,delete
3095,rock catala,delete
3096,ska catala,ska
3097,spanish punk,delete
3098,venezuelan hip hop,delete
3099,slow game,delete
3100,euro hi-nrg,delete
3101,australian jazz,jazz
3102,brazilian bass,delete
3103,azeri pop,delete
3104,metal catala,delete
3105,spanish post-rock,delete
3106,german stoner rock,delete
3107,scream rap,delete
3108,norwegian punk rock,delete
3109,norwegian rock,delete
3110,progressive black metal,hardcore_rock
3111,blackened deathcore,delete
3112,swedish stoner rock,delete
3113,avant-garde metal,hardcore_rock
3114,hard bass,delete
3115,brazilian tech house,dance
3116,trance brasileiro,delete
3117,ragga jungle,delete
3118,erotica,delete
3119,alberta hip hop,rap/hiphop
3120,techno argentina,delete
3121,chinese soundtrack,delete
3122,classic bangla pop,delete
3123,musique alsacienne,delete
3124,folclore navarra,delete
3125,cape breton folk,folk
3126,musica indigena brasileira,delete
3127,russian contemporary classical,delete
3128,traditional funk,funk
3129,keroncong,delete
3130,pygmy music,delete
3131,kabarett,delete
3132,chamber ensemble,delete
3133,brass quintet,delete
3134,trinidadian reggae,reggae
3135,rock pernambucano,delete
3136,classic azeri pop,delete
3137,sefardi,delete
3138,roda de samba,delete
3139,afrofuturismo brasileiro,delete
3140,soviet synthpop,delete
3141,yugoslav new wave,delete
3142,kindermusik,delete
3143,charango,delete
3144,folklore boliviano,folk
3145,joropo,delete
3146,power blues-rock,delete
3147,cumbia ranchera,delete
3148,pop urbaine,delete
3149,rap francais,delete
3150,rap marseille,delete
3151,cymraeg,delete
3152,liechtenstein,delete
3153,sound team,delete
3154,free folk,folk
3155,chapman stick,delete
3156,russian metal,delete
3157,russian punk rock,delete
3158,indonesian alternative rock,delete
3159,oth indie,indie
3160,german grindcore,delete
3161,chakra,delete
3162,world meditation,delete
3163,guzheng,delete
3164,bangla pop,delete
3165,haryanvi pop,delete
3166,latin ska,ska
3167,instrumental math rock,rock
3168,swiss country,delete
3169,classic tunisian pop,delete
3170,tunisian pop,delete
3171,uk noise rock,rock
3172,israeli mediterranean,delete
3173,lund indie,indie
3174,hampton roads indie,indie
3175,pinoy indie,delete
3176,experimental house,delete
3177,croatian hip hop,delete
3178,danish electropop,electro
3179,birmingham indie,indie
3180,scottish americana,delete
3181,manitoba indie,delete
3182,lafayette indie,indie
3183,guided meditation,delete
3184,electronica argentina,electro
3185,pop electronico,electro
3186,scottish metal,delete
3187,levenslied,delete
3188,rominimal,delete
3189,guam indie,delete
3190,belgian dnb,delete
3191,melodic progressive metal,hardcore_rock
3192,minimal dubstep,delete
3193,icelandic classical,delete
3194,drumfunk,funk
3195,halftime dnb,delete
3196,breaks,delete
3197,fijian pop,delete
3198,persian hip hop,delete
3199,j-idol,delete
3200,australian r&b,delete
3201,yoik,delete
3202,norwegian choir,delete
3203,popwave,pop
3204,classic dutch pop,delete
3205,canadian modern jazz,jazz
3206,hungarian edm,delete
3207,trap dominicano,trap
3208,german melodeath,delete
3209,oriental metal,delete
3210,south carolina metal,hardcore_rock
3211,hardcore breaks,delete
3212,vermont indie,indie
3213,scottish techno,delete
3214,australian underground hip hop,rap/hiphop
3215,ottawa indie,indie
3216,kolsche karneval,delete
3217,nuevo folklore mexicano,folk
3218,esperanto,delete
3219,swiss folk,folk
3220,vintage norwegian pop,delete
3221,baglama,delete
3222,mluvene slovo,delete
3223,inuit traditional,delete
3224,lithuanian folk,folk
3225,jazz puertorriqueno,delete
3226,candomble,delete
3227,indian percussion,delete
3228,muzica crestina,delete
3229,portuguese jazz,delete
3230,dutch blues,delete
3231,italian modern prog,delete
3232,danseband,delete
3233,brazilian contemporary classical,delete
3234,chanson quebecois,delete
3235,trad quebecois,delete
3236,kora,delete
3237,bahai,delete
3238,russian heavy metal,delete
3239,brazilian death metal,delete
3240,polish alternative rock,delete
3241,polish post-punk,delete
3242,polish rock,delete
3243,barnemusikk,delete
3244,eventyr,delete
3245,country quebecois,delete
3246,pop quebecois,delete
3247,cante flamenco,delete
3248,gabonese pop,delete
3249,ugandan pop,delete
3250,haitian dance,delete
3251,native american spiritual,delete
3252,kentucky punk,delete
3253,musica paraibana,delete
3254,skansk musik,delete
3255,sarod,delete
3256,quebec death metal,hardcore_rock
3257,technical deathcore,delete
3258,technical melodic death metal,hardcore_rock
3259,caracas indie,delete
3260,cancion infantil latinoamericana,delete
3261,classical guitar quartet,delete
3262,swedish eurodance,delete
3263,italian classical guitar,delete
3264,mainland chinese pop,delete
3265,abstract idm,delete
3266,experimental indie rock,rock
3267,progressive power metal,hardcore_rock
3268,long island punk,delete
3269,new england metal,hardcore_rock
3270,kuduro,delete
3271,chaotic hardcore,delete
3272,worcester ma indie,indie
3273,brega,delete
3274,swedish contemporary classical,delete
3275,swedish experimental,delete
3276,elektropunk,delete
3277,deep latin jazz,delete
3278,southern americana,delete
3279,ai,delete
3280,musica afroperuana,delete
3281,maine indie,indie
3282,trap mexicano,trap
3283,electronica venezuela,electro
3284,deathstep,delete
3285,dark psytrance,delete
3286,channel pop,delete
3287,darksynth,delete
3288,jamtronica,delete
3289,miami indie,indie
3290,gundam,delete
3291,minneapolis metal,hardcore_rock
3292,progressive metalcore,hardcore_rock
3293,belgian metal,delete
3294,pianissimo,delete
3295,trap venezolano,trap
3296,danish indie pop,delete
3297,rap romantico,delete
3298,korean city pop,delete
3299,psybreaks,delete
3300,dutch rap pop,delete
3301,fort worth indie,indie
3302,korean mask singer,delete
3303,japanese soul,soul
3304,j-rap,delete
3305,lo-fi cover,delete
3306,italian pop,delete
3307,trap italiana,trap
3308,dutch musical,delete
3309,cante alentejano,delete
3310,folclore portugues,delete
3311,brazilian ccm,delete
3312,taiwan punk,delete
3313,deconstructed club,delete
3314,pop lgbtq+ brasileira,delete
3315,rap baiano,delete
3316,r&b brasileiro,delete
3317,armenian hip hop,delete
3318,dutch r&b,delete
3319,arab alternative,delete
3320,azeri rap,delete
3321,kavkaz,delete
3322,russian gangster rap,delete
3323,russian hip hop,delete
3324,musica popular amazonense,delete
3325,grime brasileiro,delete
3326,finnish indie,delete
3327,oulu indie,delete
3328,reggae peruano,reggae
3329,chinese punk,delete
3330,musica indigena latinoamericana,latin
3331,swedish blues,delete
3332,sinhala pop,delete
3333,sinhala rap,delete
3334,turkish rock,delete
3335,turkish singer-songwriter,delete
3336,goralski,delete
3337,avant-garde black metal,hardcore_rock
3338,sci-fi metal,hardcore_rock
3339,polish folk metal,delete
3340,malaysian indie,delete
3341,malaysian metal,delete
3342,musica amapaense,delete
3343,musica popular paraense,delete
3344,hindi indie,indie
3345,kolkata indie,delete
3346,derry indie,indie
3347,rock curitibano,delete
3348,musica campineira,delete
3349,mestissatge,delete
3350,reggae catala,reggae
3351,classic nz country,delete
3352,thai indie pop,delete
3353,brazilian hardcore,delete
3354,chamame brasilero,delete
3355,musica gaucha tradicionalista,delete
3356,nordnorsk rap,delete
3357,swedish hip hop,delete
3358,swedish underground rap,delete
3359,japanese pop rap,delete
3360,japanese trap,trap
3361,bangladeshi rock,delete
3362,deep german hip hop,delete
3363,psychokore,delete
3364,slamming deathcore,delete
3365,south african metal,delete
3366,traditional reggae,reggae
3367,senegalese traditional,delete
3368,choro contemporaneo,delete
3369,brazilian modern jazz,delete
3370,south african modern jazz,delete
3371,french worship,delete
3372,haitian gospel,gospel
3373,musica folk asturiana,folk
3374,spanish folk,folk
3375,musica sinfonica,delete
3376,cimbalom,delete
3377,frauenrap,delete
3378,syro-aramaic chant,delete
3379,dark folk,folk
3380,gospel drill,gospel
3381,jangle rock,rock
3382,canadian metalcore,hardcore_rock
3383,italian doom metal,delete
3384,australian choir,delete
3385,pretty rhythm,delete
3386,anime cv,delete
3387,love live,delete
