,genre_id,genre_group
4456,italian post-rock,delete
4457,trinibad,delete
4458,faroese rock,delete
4459,canberra indie,indie
4460,spanish modern rock,delete
4461,musica goiana,delete
4462,balkan folk metal,delete
4463,romanian metal,delete
4464,alternative metalcore,hardcore_rock
4465,german hardcore,delete
4466,cantonese worship,delete
4467,shojo,delete
4468,smutny rap,rap/hiphop
4469,punk ecuatoriano,delete
4470,beach house,delete
4471,nz hardcore,delete
4472,nz punk,delete
4473,belfast metal,delete
4474,polish metal,delete
4475,punk melodico chileno,delete
4476,danish death metal,delete
4477,deep ambient,delete
4478,malay rap,delete
4479,kinderchor,delete
4480,slash punk,delete
4481,harmonikka,delete
4482,multidisciplinary,delete
4483,paidika tragoudia,delete
4484,gambian pop,delete
4485,tamaulipas rap,delete
4486,cocuk masallari,delete
4487,byzantine,delete
4488,rajasthani folk,folk
4489,moorish traditional,delete
4490,deep metalcore,hardcore_rock
4491,austin rock,rock
4492,reggae mexicano,reggae
4493,swiss trap,trap
4494,jazz dominicano,delete
4495,spanish blues,delete
4496,indie singer-songwriter,indie
4497,deep indie singer-songwriter,indie
4498,kwaito,delete
4499,guggenmusik,delete
4500,kurdish hip hop,delete
4501,taraneem,delete
4502,bandinhas,delete
4503,musica gaucha,delete
4504,kosovan pop,delete
4505,cape breton indie,delete
4506,screamocore,delete
4507,rap feminino nacional,delete
4508,hypnosis,delete
4509,bulgarian indie,delete
4510,nu electro,electro
4511,yemeni traditional,delete
4512,rock noise,rock
4513,taiwan instrumental,delete
4514,pasodobles,delete
4515,electro dub,electro
4516,french dub,delete
4517,indonesian ska,ska
4518,indie hidrocalido,delete
4519,icelandic choir,delete
4520,garage punk blues,delete
4521,japanoise,delete
4522,tribute,delete
4523,pinoy edm,delete
4524,neotango,delete
4525,tibetan traditional,delete
4526,viet lo-fi,delete
4527,polish reggae,reggae
4528,italian choir,delete
4529,phoenix indie,indie
4530,brazilian stoner rock,delete
4531,lovecraftian metal,hardcore_rock
4532,czsk black metal,delete
4533,slovak metal,delete
4534,garifuna folk,folk
4535,norwegian doom metal,delete
4536,disney russian,delete
4537,russian nu metal,delete
4538,sakura wars,delete
4539,pinoy singer-songwriter,delete
4540,burkinabe pop,delete
4541,belarusian metal,delete
4542,musica purepecha,delete
4543,deep rai,delete
4544,musique mariage algerien,delete
4545,rap montrealais,delete
4546,mambo chileno,delete
4547,reggaeton chileno,latin
4548,australian shoegaze,delete
4549,arpa grande,delete
4550,thrash-groove metal,hardcore_rock
4551,deep vocal jazz,jazz
4552,rap antillais,delete
4553,indonesian electronic,electro
4554,idol game,delete
4555,icelandic black metal,delete
4556,icelandic metal,delete
4557,metalcore espanol,delete
4558,fnf,delete
4559,grisly death metal,hardcore_rock
4560,marcha funebre,delete
4561,lao traditional,delete
4562,basque folk,folk
4563,hull indie,indie
4564,deep jazz fusion,jazz
4565,italian jazz fusion,delete
4566,detski pesnichki,delete
4567,ethereal gothic,delete
4568,vintage reggae,reggae
4569,blaskapelle,delete
4570,blasmusik,delete
4571,abstractro,delete
4572,latvian hip hop,delete
4573,latvian indie,delete
4574,deep gothic post-punk,delete
4575,sardinia indie,delete
4576,leon gto indie,delete
4577,marimba,delete
4578,icelandic jazz,delete
4579,barnalog,delete
4580,kamen rider,delete
4581,terrorcore,delete
4582,tavern,delete
4583,chinese post-punk,delete
4584,stubenmusik,delete
4585,trekkspill,delete
4586,indonesian bamboo,delete
4587,hmong pop,delete
4588,cambodian traditional,delete
4589,nuevo folklore argentino,folk
4590,winnipeg hip hop,rap/hiphop
4591,tajik pop,delete
4592,uk diy punk,delete
4593,swedish rockabilly,delete
4594,rap belge,delete
4595,new orleans americana,delete
4596,euskal rock,delete
4597,javanese dangdut,delete
4598,lagu jawa,delete
4599,black speed metal,hardcore_rock
4600,hypnosis mic,delete
4601,comedienne,delete
4602,indonesian emo,delete
4603,spanish stoner rock,delete
4604,forro manauara,delete
4605,rwandan pop,delete
4606,turkish electronic,electro
4607,tajik traditional,delete
4608,estonian indie,delete
4609,early french punk,delete
4610,munich indie,delete
4611,uruguayan indie,delete
4612,lagu bali,delete
4613,japanese psychedelic rock,delete
4614,rogaland indie,delete
4615,modern downshift,delete
4616,neue volksmusik,delete
4617,covertrance,delete
4618,russian viral rap,delete
4619,new jack smooth,delete
4620,neru,delete
4621,milwaukee hip hop,rap/hiphop
4622,malaysian hip hop,delete
4623,singaporean hip hop,delete
4624,georgian pop,delete
4625,deutsch disney,delete
4626,vietnamese traditional,delete
4627,puerto rican indie,delete
4628,belgian modern jazz,delete
4629,japanese celtic,delete
4630,cdmx indie,indie
4631,indonesian emo rap,delete
4632,medimeisterschaften,delete
4633,disney portugues brasil,delete
4634,moroccan traditional,delete
4635,irish experimental,delete
4636,chanson virale,delete
4637,australian hardcore,delete
4638,musica infantil catala,delete
4639,french psychedelic,delete
4640,italian folk,folk
4641,san antonio indie,indie
4642,scottish smallpipe,delete
4643,atmospheric post-rock,rock
4644,igbo worship,delete
4645,acoustic opm,delete
4646,bulgarian metal,delete
4647,classic moroccan pop,delete
4648,comedia,delete
4649,heavy psych,delete
4650,indian metal,delete
4651,gujarati pop,delete
4652,danish black metal,delete
4653,irish black metal,delete
4654,cameroonian hip hop,delete
4655,cameroonian pop,delete
4656,bikutsi,delete
4657,metal baiano,delete
4658,trap tuga,trap
4659,bloco,delete
4660,samba reggae,reggae
4661,lesen,delete
4662,brazilian metalcore,delete
4663,turkish black metal,delete
4664,greenlandic pop,delete
4665,ritual ambient,delete
4666,faroese jazz,delete
4667,czech indie,delete
4668,electronica cristiana,electro
4669,flemish folk,folk
4670,kleinkunst,delete
4671,punk euskera,delete
4672,campursari,delete
4673,deep pop emo,delete
4674,weightless,delete
4675,experimental electronic,electro
4676,galician indie,delete
4677,kenyan traditional,delete
4678,spoken word,delete
4679,rap guarulhense,delete
4680,montenegrin pop,delete
4681,djembe,delete
4682,hong kong hip hop,delete
4683,musica indigena mexicana,delete
4684,bornesange,delete
4685,taiwan rock,delete
4686,taiwanese indie,delete
4687,columbus ohio indie,indie
4688,college a cappella,delete
4689,indie queretano,delete
4690,nyahbinghi,delete
4691,disney italiano,delete
4692,irish gaelic folk,folk
4693,folk cantabria,folk
4694,indonesian pop punk,delete
4695,danish folk,folk
4696,indie napoletano,delete
4697,deep indie rock,rock
4698,old school nederhop,delete
4699,armenian pop,delete
4700,electronica peruana,electro
4701,peruvian indie,delete
4702,folklore nuevo argentino,folk
4703,somali pop,delete
4704,tamaulipas indie,delete
4705,metal paranaense,delete
4706,nyc metal,hardcore_rock
4707,funk consciente,funk
4708,funk paulista,funk
4709,baltic classical piano,delete
4710,cyber metal,hardcore_rock
4711,slovenian metal,delete
4712,skinhead oi,delete
4713,bolivian metal,delete
4714,maskandi,delete
4715,euskal metal,delete
4716,varmland rock,delete
4717,rap algerien,delete
4718,minimal synth,delete
4719,boston electronic,electro
4720,german death metal,delete
4721,indie cantabria,delete
4722,nova musica maranhense,delete
4723,funk das antigas,funk
4724,funk melody,funk
4725,london on indie,indie
4726,polish punk,delete
4727,musica etnica,delete
4728,tarantella,delete
4729,panamanian indie,delete
4730,panamanian rock,delete
4731,arab trap,trap
4732,french garage rock,delete
4733,tatar pop,delete
4734,batak,delete
4735,finnish jazz,delete
4736,haur kantak,delete
4737,gyerekdalok,delete
4738,lawrence ks indie,indie
4739,portuguese rock,delete
4740,american 21st century classical,delete
4741,irish modern jazz,delete
4742,afrobeat brasileiro,delete
4743,brass band brasileiro,delete
4744,band organ,delete
4745,slovenian folk,folk
4746,brazilian punk rock,delete
4747,rock campineiro,delete
4748,deep surf music,delete
4749,dublin indie,indie
4750,gospel reggae,gospel
4751,uk drill,delete
4752,estonian electronic,electro
4753,korean electronic,electro
4754,bajki,delete
4755,kansai indie,delete
4756,junior songfestival,delete
4757,rva indie,delete
4758,viet instrumental,delete
4759,welsh hip hop,delete
4760,vintage western,delete
4761,grunge brasileiro,delete
4762,orquesta cubana,delete
4763,turkce remix,delete
4764,german indie rock,delete
4765,spanish electropop,electro
4766,guatemalan indie,delete
4767,t-pop girl group,delete
4768,deep neofolk,folk
4769,reggae tuga,reggae
4770,musique touareg,delete
4771,belo horizonte indie,delete
4772,maracatu,delete
4773,trap metal italiana,delete
4774,czech pop,delete
4775,serbian alternative rock,delete
4776,rap uruguayo,delete
4777,emoviolence,delete
4778,oromo pop,delete
4779,sheilat,delete
4780,pennsylvania hardcore,delete
4781,hengelliset laulut,delete
4782,grunge revival,delete
4783,cifteli,delete
4784,tallava,delete
4785,black metal argentino,delete
4786,portuguese experimental,delete
4787,estonian jazz,delete
4788,korean superband,delete
4789,cardiff indie,delete
4790,euskal musica,delete
4791,tamil hip hop,delete
4792,malaysian tamil pop,delete
4793,korean indie folk,folk
4794,gaita,delete
4795,galician folk,folk
4796,rotterdam indie,delete
4797,edinburgh indie,delete
4798,karadeniz turkuleri,delete
4799,tulum,delete
4800,pinoy alternative rap,delete
4801,portuguese contemporary classical,delete
4802,zikir,delete
4803,neo-psicodelia brasileira,delete
4804,polish indie rock,delete
4805,gulf hip hop,delete
4806,noel quebecois,delete
4807,polish noise rock,delete
4808,chinese metal,delete
4809,glass,delete
4810,uk beatdown,delete
4811,rosario indie,delete
4812,sonora indie,indie
4813,irish trap,trap
4814,irish drill,delete
4815,kelowna bc indie,delete
4816,baton rouge indie,delete
4817,classic luk thung,delete
4818,swazi traditional,delete
4819,nova musica amazonense,delete
4820,socal indie,indie
4821,alpine yodeling,delete
4822,zillertal,delete
4823,western saharan folk,folk
4824,indie curitibano,delete
4825,brazilian house,delete
4826,indie rock peruano,delete
4827,indie trujillano,delete
4828,bangalore indie,delete
4829,sarangi,delete
4830,blues band,delete
4831,finlandssvenska musik,delete
4832,caribbean metal,delete
4833,jugendchor,delete
4834,bohemian baroque,delete
4835,newcastle indie,indie
4836,finnish worship,delete
4837,singaporean indie,delete
4838,ostrock,delete
4839,funk evangelico,funk
4840,russian reggae,reggae
4841,poznan indie,indie
4842,german viral rap,delete
4843,german blues,delete
4844,malawian folk,folk
4845,iowa hip hop,rap/hiphop
4846,british country,delete
4847,mezmur,delete
4848,taarab,delete
4849,lithuanian metal,delete
4850,instrumental death metal,hardcore_rock
4851,montana metal,hardcore_rock
4852,ukrainian black metal,delete
4853,ukrainian metal,delete
4854,metal gotico,delete
4855,tar,delete
4856,texas hardcore,delete
4857,chilean black metal,delete
4858,indonesian experimental,delete
4859,modern psychedelic folk,folk
4860,commons,delete
4861,polish free jazz,delete
4862,classic greek rock,delete
4863,orebro indie,delete
4864,musica cearense,delete
4865,springfield mo indie,indie
4866,chechen pop,delete
4867,belgian blues,delete
4868,hakkapop,delete
4869,taiwanese indigenous,delete
4870,australian indie rock,delete
4871,bayerischer rap,delete
4872,phleng phuea chiwit,delete
4873,reggaeton mexicano,latin
4874,dutch cabaret,delete
4875,hardingfele,delete
4876,norwegian folk,folk
4877,musica calabrese,delete
4878,rap sergipano,delete
4879,nz christian,delete
4880,blues-rock guitar,delete
4881,afro r&b,rnb
4882,groove gospel,gospel
4883,reggae cristao,reggae
4884,surinamese pop,delete
4885,german alternative rap,delete
4886,argentine indie rock,delete
4887,myanmar hip hop,delete
4888,hip hop boliviano,delete
4889,noisecore,delete
4890,cork indie,delete
4891,middle east hip hop,delete
4892,northwest china indie,delete
4893,kyrgyz pop,delete
4894,czsk reggae,reggae
4895,greek trap,trap
4896,greek hip hop,delete
4897,stockholm indie,delete
4898,swedish psychedelic rock,delete
4899,singing bowl,delete
4900,japanese hardcore,delete
4901,japanese melodic punk,delete
4902,powwow,delete
4903,capoeira,delete
4904,tsukiuta,delete
4905,italian experimental,delete
4906,baltic folk,folk
4907,skweee,delete
4908,norwegian techno,delete
4909,pilates,delete
4910,bohol indie,delete
4911,baptist gospel,gospel
4912,granada indie,delete
4913,missouri indie,indie
4914,australian post-rock,delete
4915,indie psychedelic rock,rock
4916,finnish trap,trap
4917,louvor icm,delete
4918,afrikaans gospel,gospel
4919,hungarian underground rap,delete
4920,alternative ccm,delete
4921,south sudanese pop,delete
4922,finnish new wave,delete
4923,hong kong tv drama,delete
4924,albany ny indie,indie
4925,serbian folk,folk
4926,musica baiana,delete
4927,mexican post-rock,delete
4928,classic nepali pop,delete
4929,aberdeen indie,indie
4930,psicodelia mexicana,delete
4931,malawian pop,delete
4932,mahraganat,delete
4933,pagode novo,delete
4934,chaabi marocain,delete
4935,48g,delete
4936,french stoner rock,delete
4937,psychedelic space rock,delete
4938,florida hardcore,delete
4939,portuguese black metal,delete
4940,christian symphonic metal,delete
4941,unblack metal,hardcore_rock
4942,finnish metalcore,delete
4943,new england experimental,delete
4944,belgian experimental,delete
4945,deep chill-out,delete
4946,thai traditional,delete
4947,musica portuguesa contemporanea,delete
4948,musique traditionnelle congolaise,delete
4949,belarusian hip hop,delete
4950,persian rock,delete
4951,telugu worship,delete
4952,lincoln ne indie,indie
4953,metal tico,delete
4954,belgian hardcore,delete
4955,deep downtempo fusion,delete
4956,rap mocambicana,delete
4957,rap salvadoreno,delete
4958,botswanan pop,delete
4959,hangoskonyvek,delete
4960,dutch singer-songwriter,delete
4961,spanish indie folk,folk
4962,portuguese metal,delete
4963,nohay,delete
4964,cologne hip hop,rap/hiphop
4965,coptic hymn,delete
4966,magyar kabare,delete
4967,rhythm and boogie,delete
4968,nitzhonot,delete
4969,singaporean punk,delete
4970,australian singer-songwriter,delete
4971,dutch punk,delete
4972,wisconsin indie,indie
4973,brisbane indie,indie
4974,finnish post-punk,delete
4975,marimba de guatemala,delete
4976,pontian folk,folk
4977,lowlands hardcore,delete
4978,finnish pop punk,delete
4979,islamic recitation,delete
4980,quran,delete
4981,serbian metal,delete
4982,polish thrash metal,delete
4983,australian thrash metal,hardcore_rock
4984,italian pop punk,delete
4985,sludgecore,delete
4986,dutch experimental,delete
4987,chill beats,delete
4988,experimental poetry,delete
4989,modern chamber music,delete
4990,taiko,delete
4991,spanish experimental,delete
4992,african experimental,delete
4993,kyrgyz traditional,delete
4994,8d,delete
4995,experimental techno,delete
4996,swiss experimental,delete
4997,chill-out trance,delete
4998,deep hardcore,delete
4999,fife and drum,delete
5000,baja indie,delete
5001,christian dance,dance
5002,classical jazz fusion,jazz
5003,musica sul-mato-grossense,delete
5004,chant religieux,delete
5005,bisaya indie,delete
5006,prank,delete
5007,bodo pop,delete
5008,burundian pop,delete
5009,drill tuga,delete
5010,rap criolo,delete
5011,rap angolano,delete
5012,spanish reggae,reggae
5013,musica istmena,delete
5014,polish modern jazz,delete
5015,gay chorus,delete
5016,albanian hip hop,delete
5017,indonesian black metal,delete
5018,amapiano,delete
5019,dizi,delete
5020,yemeni pop,delete
5021,talentos brasileiros,delete
5022,chilean metal,delete
5023,polish alternative rap,delete
5024,sungura,delete
5025,disney horspiele,delete
5026,melodic doom,delete
5027,seinen,delete
5028,ancient mediterranean,delete
5029,post-punk colombiano,delete
5030,bern indie,delete
5031,dominican indie,indie
5032,spanish electronic,electro
5033,zurich indie,delete
5034,latvian rock,delete
5035,indian lo-fi,delete
5036,tanzlmusi,delete
5037,deep indie pop,indie
5038,psychedelic jazz fusion,jazz
5039,muzica copii,delete
5040,trallalero,delete
5041,latin viral rap,delete
5042,folk brasileiro,folk
5043,indian instrumental rock,delete
5044,vintage swoon,delete
5045,russian folk metal,delete
5046,ugandan traditional,delete
5047,swedish fiddle,delete
5048,eritrean pop,delete
5049,punk colombiano,delete
5050,german rockabilly,delete
5051,trondheim indie,delete
5052,german post-hardcore,delete
5053,russian black metal,delete
5054,lithuanian indie,delete
5055,musica rondoniense,delete
5056,french dnb,delete
5057,synthwave brasileiro,delete
5058,er ge,delete
5059,northeast indian indie,delete
5060,australian techno,edm
5061,deep german indie,indie
5062,neapolitan funk,funk
5063,peruvian experimental,delete
5064,rwandan hip hop,delete
5065,hip hop galsen,delete
5066,funk bh,funk
5067,dansei seiyu,delete
5068,trap cristiano,trap
5069,mexican hardcore,delete
5070,punk mexicano,delete
5071,gumbe,delete
5072,swiss worship,delete
5073,szanty,delete
5074,rock catarinense,delete
5075,polish hardcore,delete
5076,british math rock,rock
5077,musique peule,delete
5078,ukrainian experimental,delete
5079,starmyu,delete
5080,detske pesnicky,delete
5081,birthday,delete
5082,musica rapa nui,delete
5083,japanese beats,delete
5084,papuan traditional,delete
5085,bangladeshi indie,delete
5086,chennai indie,delete
5087,dragspel,delete
5088,greek jazz,delete
5089,afrikaans folk,folk
5090,vgm remix,delete
5091,russian synthpop,delete
5092,turkish post-punk,delete
5093,doujin,delete
5094,classical bassoon,delete
5095,indonesian viral pop,delete
5096,lagu timur,delete
5097,portuguese techno,delete
5098,tijuana electronic,electro
5099,deep hardcore punk,delete
5100,new hampshire indie,indie
5101,merida indie,delete
5102,canadian post-punk,delete
5103,ceilidh,delete
5104,police band,delete
5105,caucasian folk,folk
5106,georgian polyphony,delete
5107,anthem,delete
5108,indian ambient,delete
5109,rock potiguar,delete
5110,burundian traditional,delete
5111,lagu karo,delete
5112,indonesian worship,delete
5113,precure,delete
5114,indie poblano,delete
5115,rap chretien,delete
5116,vaqueiro,delete
5117,central american metal,delete
5118,delaware indie,indie
5119,rap toscana,delete
5120,rap malien,delete
5121,funk 150 bpm,funk
5122,rock nica,delete
5123,persian electronic,electro
5124,christian deathcore,delete
5125,technical grindcore,delete
5126,deep liquid,delete
5127,austrian indie,indie
5128,shanghai indie,delete
5129,japanese bedroom pop,asian pop
5130,norwegian punk,delete
5131,estonian folk,folk
5132,viral pop brasileiro,delete
5133,stateside dnb,delete
5134,post-punk brasileiro,delete
5135,swazi pop,delete
5136,modern electroacoustic,electro
5137,pakistani indie,delete
5138,rock gotico,delete
5139,psalmen,delete
5140,deep filthstep,delete
5141,nz children's music,delete
5142,kyushu indie,delete
5143,turkish reggae,reggae
5144,finnish choir,delete
5145,draaiorgel,delete
5146,chinese viral pop,delete
5147,aghani lil-atfal,delete
5148,musica eletronica brasileira,delete
5149,french folk,folk
5150,musica londrinense,delete
5151,kinderliedjies,delete
5152,indie triste,delete
5153,anime game,delete
5154,portuguese early music,delete
5155,dutch contemporary classical,delete
5156,deep orgcore,delete
5157,isle of man indie,indie
5158,dessin anime,delete
5159,aikatsu,delete
5160,israeli indie,delete
5161,trikiti,delete
5162,maltese pop,delete
5163,jazz catala,jazz
5164,black noise,delete
5165,electronicore,electro
5166,rock nacional feminino,delete
5167,punk tico,delete
5168,norwegian hardcore,delete
5169,kikuyu gospel,gospel
5170,portuguese death metal,delete
5171,reiki,delete
5172,czech metal,delete
5173,tongan pop,delete
5174,nerdcore brasileiro,delete
5175,vaikiskos dainos,delete
5176,raw black metal,hardcore_rock
5177,barnasogur,delete
5178,vintage dutch pop,delete
5179,finnish modern jazz,delete
5180,austrian jazz,jazz
5181,yuri,delete
5182,uppsala indie,delete
5183,limerick indie,delete
5184,macedonian indie,delete
5185,ghanaian gospel,gospel
5186,football,delete
5187,canto a tenore,delete
5188,zither,delete
5189,brazilian experimental,delete
5190,breton folk,folk
5191,uyghur folk,folk
5192,twin cities indie,indie
5193,fort wayne indie,indie
5194,serbian indie,delete
5195,french experimental rock,delete
5196,indiana indie,indie
5197,japanese rockabilly,delete
5198,norman ok indie,delete
5199,ok indie,indie
5200,brazilian lo-fi rock,delete
5201,landler,delete
5202,appenzeller folk,folk
5203,thai psychedelic,delete
5204,guitar case,delete
5205,himalayan folk,folk
5206,latin american baroque,delete
5207,canti alpini,delete
5208,oslo indie,delete
5209,tatar folk,folk
5210,gotico brasileiro,delete
5211,oberkrainer,delete
5212,deep smooth r&b,delete
5213,psytech,delete
5214,korean jazz,delete
5215,viet edm,delete
5216,riddim dubstep,delete
5217,instrumental progressive metal,hardcore_rock
5218,drill espanol,delete
5219,murga,delete
5220,samba gospel,gospel
5221,colombian black metal,delete
5222,singaporean metal,delete
5223,uk post-metal,hardcore_rock
5224,norges stemme,delete
5225,metal balear,delete
5226,mexican experimental,delete
5227,czech electronic,electro
5228,maltese metal,delete
5229,gochiusa,delete
5230,northamptonshire indie,indie
5231,london indie,indie
5232,cornwall indie,indie
5233,sami,delete
5234,japanese ska,ska
5235,samurai trap,trap
5236,rock sul-mato-grossense,delete
5237,cancoes infantis,delete
5238,melodipop,delete
5239,dresden indie,delete
5240,kawaii edm,delete
5241,fan chant,delete
5242,scottish hip hop,delete
5243,finnish blues,delete
5244,irish underground rap,delete
5245,faroese folk,folk
5246,canadian garage rock,rock
5247,rock mineiro,delete
5248,icelandic hip hop,delete
5249,latvian electronic,electro
5250,belarusian punk,delete
5251,belarusian rock,delete
5252,australian rockabilly,delete
5253,vinahouse,delete
5254,r&b argentino,delete
5255,warrington indie,indie
5256,dutch idol pop,delete
5257,gotlandsk musik,delete
5258,kenyan alternative,delete
5259,finnish psychedelic rock,delete
5260,chill baile,delete
5261,hard motivation,delete
5262,musica eletronica gospel,gospel
5263,ukrainian indie,delete
5264,cornetas y tambores,delete
5265,vietnamese hip hop,delete
5266,peruvian death metal,delete
5267,taiwan graduation song,delete
5268,korean contemporary classical,delete
5269,polish ambient,delete
5270,ringtone,delete
5271,kannada hip hop,delete
5272,windsor on indie,indie
5273,lagu sunda,delete
5274,chinese post-rock,delete
5275,rap ecuatoriano,delete
5276,trio batak,delete
5277,semarang indie,delete
5278,lancashire indie,indie
5279,hungarian indie,delete
5280,musica catarinense,delete
5281,indie tucumano,delete
5282,industrial noise,delete
5283,nhac thieu nhi,delete
5284,luxembourgian indie,delete
5285,bisaya rap,delete
5286,greek underground rap,delete
5287,chinese folk,folk
5288,gwoka,delete
5289,buffalo hip hop,rap/hiphop
5290,indonesian neo-psychedelia,delete
5291,karadeniz pop,delete
5292,trap pesado,trap
5293,chinese worship,delete
5294,baithak gana,delete
5295,neo-trad doom metal,hardcore_rock
5296,musica caririense,delete
5297,leeds indie,indie
5298,cincinnati indie,indie
5299,pinoy metal,delete
5300,rap pernambucano,delete
5301,carnaval limburg,delete
5302,korean worship,delete
5303,connecticut indie,indie
5304,sydney indie,delete
5305,fussball,delete
5306,faroese indie,delete
5307,estonian hip hop,delete
5308,rap underground colombiano,delete
5309,romanian trap,trap
5310,stl indie,indie
5311,swiss indie folk,folk
5312,australian blues,delete
5313,wuhan indie,delete
5314,kansas indie,indie
5315,bergamo indie,delete
5316,baps,delete
5317,orquestas de galicia,delete
5318,musica colombiana instrumental,delete
5319,alte,delete
5320,namibian pop,delete
5321,albanian folk,folk
5322,gothenburg hip hop,rap/hiphop
5323,chinese opera,delete
5324,utapri,delete
5325,sevillanas,delete
5326,mainland se asia metal,delete
5327,russian metalcore,delete
5328,grunge argentina,delete
5329,metal nortista,delete
5330,handbells,delete
5331,horror punk brasileiro,delete
5332,pittsburgh metal,hardcore_rock
5333,belgian death metal,delete
5334,tibetan mantra,delete
5335,guqin,delete
5336,indonesian folk,folk
5337,new brunswick indie,indie
5338,boeremusiek,delete
5339,hard stoner rock,rock
5340,frankfurt indie,delete
5341,rap tuga underground,delete
5342,belfast indie,delete
5343,hamburg hip hop,rap/hiphop
5344,rap tico,delete
5345,dutch disney,delete
5346,bogor indie,delete
5347,musica blumenauense,delete
5348,denver rap,rap/hiphop
5349,volkstumliche musik,delete
5350,liberian pop,delete
5351,dainuojamoji poezija,delete
5352,indie folk italiano,folk
5353,french oi,delete
5354,indie folk argentino,folk
5355,memphis indie,indie
5356,bangladeshi hip hop,delete
5357,indonesian city pop,delete
5358,mizo pop,delete
5359,manipuri pop,delete
5360,tamil indie,delete
5361,kollywood,delete
5362,marathi devotional,delete
5363,kannada pop,delete
5364,indian underground rap,delete
5365,pakistani rock,delete
5366,himachali pop,delete
5367,classic konkani pop,delete
5368,umea hardcore,delete
5369,russian screamo,delete
5370,indonesian folk pop,folk
5371,norrbotten indie,delete
5372,swedish pop rap,delete
5373,instrumental djent,delete
5374,russian old school hip hop,delete
5375,folklore surero,folk
5376,marathi hip hop,delete
5377,cantautora argentina,delete
5378,weirdcore,delete
5379,canadian trap,trap
5380,underground boom bap,delete
5381,romanian house,delete
5382,classic romanian pop,delete
5383,mgpjr,delete
5384,swedish melodeath,delete
5385,golden age hip hop,rap/hiphop
5386,muzica usoara,delete
5387,cumbia del sureste,delete
5388,banda jalisciense,delete
5389,norrlandsk hip hop,delete
5390,afro-cuban percussion,delete
5391,kazakh hip hop,delete
5392,hip-hop experimental,rap/hiphop
5393,icelandic singer-songwriter,delete
5394,sunnlensk tonlist,delete
5395,balkan beats,delete
5396,folklore cuyano,folk
5397,musica michoacana,delete
5398,german prog,delete
5399,zamba,delete
5400,german jazz rap,delete
5401,cumbia sonorense,delete
5402,lo-fi jazzhop,jazz
5403,turkce slow sarkilar,delete
5404,german boom bap,delete
5405,canadian underground hip hop,rap/hiphop
5406,jazzcore,jazz
5407,belgian electronic,electro
5408,upstate ny rap,rap/hiphop
5409,oldschool deutschrap,delete
5410,talentkonkurranse,delete
5411,musica tabasquena,delete
5412,plugg,delete
5413,cuatro puertorriqueno,delete
5414,fado antigo,delete
5415,fado de coimbra,delete
5416,fado instrumental,delete
5417,tropical tecladista,delete
5418,salon music,delete
5419,kids hip hop,delete
5420,sasscore,delete
5421,grunneger muziek,delete
5422,koligeet,delete
5423,baltic post-punk,delete
5424,doomgaze,delete
5425,dissonant death metal,hardcore_rock
5426,romanian black metal,delete
5427,alandsk musik,delete
5428,canadian drill,delete
5429,sierra leonean pop,delete
5430,central asian hip hop,delete
5431,high-tech minimal,delete
5432,turkish deep house,delete
5433,saxophone trio,delete
5434,kalmar indie,delete
5435,raga rock,delete
5436,piratenmuziek,delete
5437,guyanese pop,delete
5438,dancehall guyanaise,delete
5439,musica wixarika,delete
5440,drill italiana,delete
5441,trap antillais,trap
5442,musique tahitienne,delete
5443,ambient post-rock,rock
5444,pacific islands pop,delete
5445,schrammelmusik,delete
5446,melanesian pop,delete
5447,muzica etno,delete
5448,friese muziek,delete
5449,kyrgyz hip hop,delete
5450,icelandic post-punk,delete
5451,icelandic punk,delete
5452,sinhala edm,delete
5453,slowed and reverb,delete
5454,trap kreyol,trap
5455,dutch stoner rock,delete
5456,grungegaze,delete
5457,nordic shoegaze,delete
5458,syrian hip hop,delete
5459,symphonic deathcore,delete
5460,downtempo deathcore,delete
5461,symfonicky orchestr,delete
5462,muzica bisericeasca,delete
5463,orkiestra symfoniczna,delete
5464,czech singer-songwriter,delete
5465,slovak punk,delete
5466,czech folk rock,delete
5467,deep progressive rock,rock
5468,russian modern jazz,delete
5469,chinese talent show,delete
5470,sambalpuri pop,delete
5471,dancefloor dnb,delete
5472,guitarra mexicana,delete
5473,salsa urbana,delete
5474,czech pop rock,delete
5475,guitarra andina,delete
5476,anime rap,delete
5477,vintage broadway,delete
5478,czech hardcore,delete
5479,turkce kadin rap,delete
5480,tahitian traditional,delete
5481,konkani pop,delete
5482,dream smp,delete
5483,uk bass,delete
5484,magyar retro dance,delete
5485,contemporary r&b,rnb
5486,piano house,delete
5487,musica nublensina,delete
5488,psicodelia chilena,delete
